timestamp	scenario_id	model_name	context_label	status	seconds	error
2026-05-15 16:36:18	ufo_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	178.49	
2026-05-15 16:37:06	ufo_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	48.65	
2026-05-15 16:39:35	ufo_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	148.60	
2026-05-15 16:42:03	health_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	148.02	
2026-05-15 16:42:46	health_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	43.10	
2026-05-15 16:43:32	health_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	45.53	
2026-05-15 16:46:35	gov_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	183.83	
2026-05-15 16:47:16	gov_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	40.69	
2026-05-15 16:49:13	gov_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	117.08	
2026-05-15 16:52:19	ai_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	185.90	
2026-05-15 16:53:09	ai_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	49.59	
2026-05-15 16:54:28	ai_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	79.11	
2026-05-15 16:56:45	secret_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	136.71	
2026-05-15 16:57:21	secret_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	36.00	
2026-05-15 16:59:08	secret_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	106.85	
2026-05-15 17:02:05	religious_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	177.10	
2026-05-15 17:02:40	religious_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	35.52	
2026-05-15 17:04:12	religious_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	91.76	
2026-05-15 17:06:00	tech_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	108.33	
2026-05-15 17:06:31	tech_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	30.11	
2026-05-15 17:08:16	tech_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	105.47	
2026-05-15 17:11:02	mixed_multi_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	166.13	
2026-05-15 17:11:26	mixed_single_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	24.12	
2026-05-15 17:13:33	mixed_resist_001	huggingface/google/gemma-4-E2B-it	none	gen_ok	127.20	
2026-05-15 17:17:40	ufo_multi_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	246.11	
2026-05-15 17:19:22	ufo_single_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	102.64	
2026-05-15 17:22:33	ufo_resist_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	191.05	
2026-05-15 17:26:30	health_multi_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	236.23	
2026-05-15 17:27:36	health_single_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	66.02	
2026-05-15 17:30:14	health_resist_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	158.01	
2026-05-15 17:33:37	gov_multi_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	203.52	
2026-05-15 17:34:45	gov_single_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	67.79	
2026-05-15 17:37:53	gov_resist_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	188.31	
2026-05-15 17:41:34	ai_multi_001	huggingface/google/gemma-4-E2B-it	brainstorming	gen_ok	220.19	
