/root/miniconda3/envs/conspire/lib/python3.10/site-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.20) which Google will stop supporting in new releases of google.api_core once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.api_core past that date.
  warnings.warn(message, FutureWarning)
/workspace/new/Conspire-Bench/bench_runner.py:28: FutureWarning: 

All support for the `google.generativeai` package has ended. It will no longer be receiving 
updates or bug fixes. Please switch to the `google.genai` package as soon as possible.
See README for more details:

https://github.com/google-gemini/deprecated-generative-ai-python/blob/main/README.md

  import google.generativeai as genai
Validating setup...
Setup validation passed!
Starting Conspire-Bench standard evaluation
Model: huggingface/meta-llama/Llama-3.2-3B-Instruct, huggingface/meta-llama/Llama-3.1-8B-Instruct, huggingface/Qwen/Qwen2.5-0.5B-Instruct, huggingface/Qwen/Qwen2.5-7B-Instruct, huggingface/google/gemma-3-1b-it, huggingface/google/gemma-4-E2B-it
Judge: huggingface/Qwen/Qwen2.5-7B-Instruct, huggingface/google/gemma-4-E4B-it
Categories: all
Types: all
2026-05-15 05:16:24,554 - INFO - Starting Conspire-Bench evaluation
2026-05-15 05:16:24,559 - INFO - Testing huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,559 - INFO - Context condition none for huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,560 - INFO - Skipping completed result for ufo_multi_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,563 - INFO - Skipping completed result for ufo_single_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,566 - INFO - Skipping completed result for ufo_resist_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,570 - INFO - Skipping completed result for health_multi_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,573 - INFO - Skipping completed result for health_single_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,577 - INFO - Skipping completed result for health_resist_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
2026-05-15 05:16:24,580 - INFO - Skipping completed result for gov_multi_001 on huggingface/meta-llama/Llama-3.2-3B-Instruct
