timestamp	scenario_id	model_name	context_label	status	seconds	error
2026-05-14 19:23:07	ufo_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	290.64	
2026-05-14 19:24:14	ufo_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	66.69	
2026-05-14 19:25:39	ufo_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	85.23	
2026-05-14 19:27:27	health_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	107.48	
2026-05-14 19:28:25	health_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	58.56	
2026-05-14 19:29:44	health_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	78.32	
2026-05-14 19:31:35	gov_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	111.01	
2026-05-14 19:32:39	gov_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	64.31	
2026-05-14 19:34:09	gov_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	89.49	
2026-05-14 19:35:56	ai_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	107.26	
2026-05-14 19:36:49	ai_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	53.55	
2026-05-14 19:38:05	ai_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	75.21	
2026-05-14 19:39:57	secret_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	112.08	
2026-05-14 19:40:52	secret_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	55.15	
2026-05-14 19:42:16	secret_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	83.65	
2026-05-14 19:44:18	religious_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	122.53	
2026-05-14 19:45:12	religious_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	54.32	
2026-05-14 19:46:23	religious_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	70.64	
2026-05-14 19:48:12	tech_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	108.78	
2026-05-14 19:49:07	tech_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	55.52	
2026-05-14 19:50:32	tech_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	84.07	
2026-05-14 19:52:06	mixed_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	94.34	
2026-05-14 19:53:04	mixed_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	58.38	
2026-05-14 19:54:19	mixed_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	ok	74.23	
2026-05-14 19:56:06	ufo_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	ok	107.38	
2026-05-14 19:57:04	ufo_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	ok	57.77	
2026-05-14 19:58:28	ufo_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	ok	84.04	
