timestamp	scenario_id	model_name	context_label	status	seconds	error
2026-05-15 05:38:04	ufo_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ufo_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ufo_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	health_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	health_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	health_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	gov_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	gov_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	gov_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ai_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ai_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ai_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	secret_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	secret_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	secret_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	religious_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	religious_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	religious_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	tech_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	tech_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	tech_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	mixed_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	mixed_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	mixed_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	none	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ufo_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ufo_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	ufo_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	health_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	health_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	health_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	gov_multi_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	gov_single_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
2026-05-15 05:38:04	gov_resist_001	huggingface/meta-llama/Llama-3.2-3B-Instruct	brainstorming	gen_skipped_resume	0.00	
